preferred_study_level,phd_supervisor,supervisor_approval,intended_study_area,preferred_dest_1,preferred_dest_2,preferred_dest_3,study_plan,uni_contacted,application_process,current_status,work_experience,birth_year,passport,academic_backlogs,number_of_backlogs,budget,funding_source,parents_occupation,english_test_taken,english_test_name,english_test_score,family_abroad,other_consultants,lead_converted_flag
Postgraduate,No,No,Computer Science and Information Technology,USA,Canada,Canada,01-2021,No,No,Student,0,1998,Yes,Yes,<5,>30,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Arts,Australia,USA,Other,01-2021,No,No,Working professional,1-3,1997,Yes,No,0,<10,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Vocational,No,No,Nutrition,Australia,Canada,UK,01-2021,No,No,Working professional,1-3,1996,Yes,No,0,<10,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Humanities & Social Sciences,Australia,Canada,UK,01-2021,No,No,Working professional,4-6,1992,No,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Engineering,Ireland,Other,Other,01-2021,No,No,Student,0,2003,No,No,0,<10,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Business & Economics,Australia,USA,USA,09-2024,No,No,Working professional,1-3,1999,Yes,No,0,20-30,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Management,Canada,Other,Other,01-2021,No,No,Working professional,1-3,1994,No,No,0,10-20,Self funding,In-Service,No,Not Taken,0.0,No,No,0
Vocational,No,No,Hospitality,Canada,Other,Other,01-2021,No,No,Student,0,1999,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Business & Economics,Canada,Canada,Canada,06-2005,No,No,Student,0,2000,Yes,Yes,<5,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Business & Economics,Canada,Other,Other,01-2021,Yes,No,Student,0,1999,Yes,Yes,<5,10-20,Bank loan,In-Service,No,Not Taken,0.0,No,No,0
Vocational,No,No,Business & Economics,USA,USA,Other,01-2021,No,No,Student,0,2002,Yes,No,0,10-20,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Engineering,Canada,New Zealand,Australia,01-2021,No,No,Student,0,1998,Yes,Yes,<5,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Supply chain management,Ireland,Ireland,Ireland,01-2021,Yes,No,Student,0,1997,Yes,No,0,20-30,Bank loan,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,MBA,Canada,Other,Other,01-2021,Yes,No,Student,0,1998,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Other,USA,Other,Other,01-2021,No,No,Student,0,1996,Yes,Yes,<5,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,AI,Australia,Other,Other,09-2024,No,No,Student,0,2001,No,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Marketing,Canada,New Zealand,UK,01-2021,No,No,Working professional,1-3,1997,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Aviation,Canada,Other,Other,01-2021,No,No,Working professional,1-3,1997,Yes,Yes,<5,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Vocational,No,No,Other,Canada,Other,Other,01-2022,No,No,Student,0,2000,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Computer Science and Information Technology,Canada,Other,Other,01-2021,Yes,No,Student,0,2001,Yes,No,0,Not provided,Parents asset,In-Service,Yes,IELTS,7.0,Yes,No,0
Undergraduate,No,No,Media & Communications,Australia,Other,Other,01-2021,No,No,Student,0,1998,Yes,Yes,6,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Engineering,UK,Other,Other,01-2021,No,No,Student,0,2002,No,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Commerce,Australia,Other,Other,01-2021,Yes,No,Student,0,2000,Yes,No,0,10-20,Parents asset,Not provided,Yes,IELTS,6.0,Yes,No,0
Postgraduate,No,No,MBA,USA,Other,Other,01-2021,No,No,Student,0,2001,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Sociology,USA,New Zealand,Ireland,01-2021,No,No,Student,0,1998,No,No,0,Not provided,Other,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Data Science ,USA,Australia,Other,01-2021,No,No,Working professional,1-3,1996,Yes,No,0,Not provided,Bank loan,Not provided,No,Not Taken,0.0,Yes,No,0
Vocational,No,No,Finance,Canada,Other,Other,01-2021,No,No,Working professional,7+,1987,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Business & Economics,UK,UK,UK,01-2021,No,No,Working professional,1-3,1997,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Botany,Canada,Australia,Other,01-2024,No,No,Working professional,1-3,1995,No,No,0,Not provided,Other,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Psychology,Canada,Ireland,UK,01-2021,No,No,Student,0,1988,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Computer Science and Information Technology,Australia,Canada,USA,01-2021,No,No,Student,0,1998,Yes,No,0,>30,Bank loan,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,MBA,Australia,Other,Other,01-2021,No,No,Student,0,1999,Yes,No,0,10-20,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Architecture & Built Environment Studies,Australia,Other,Other,01-2021,No,No,Student,0,1997,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,MBA,Australia,Other,Other,01-2021,No,No,Student,0,1995,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Automobiles,Australia,Other,Other,01-2021,No,No,Student,0,2000,Yes,No,0,Not provided,Parents asset,Own business,Yes,IELTS,6.0,Yes,No,0
Undergraduate,No,No,Engineering,Canada,Other,Other,01-2021,No,No,Student,0,1998,Yes,No,0,20-30,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Engineering,USA,Other,Other,01-2024,No,No,Working professional,1-3,1996,Yes,No,0,10-20,Bank loan,In-Service,Yes,GRE,301.0,Yes,No,0
Postgraduate,No,No,Digital Marketing,UK,Other,Other,01-2021,No,No,Working professional,1-3,1994,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Agriculture,Canada,Australia,Other,01-2022,No,No,Student,0,1999,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Film Making,Canada,USA,Other,01-2021,Yes,No,Student,0,1998,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Other,Canada,Ireland,Other,01-2024,No,No,Student,0,2000,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Business & Economics,USA,Other,USA,01-2021,No,No,Student,0,2001,Yes,No,0,10-20,Parents asset,In-Service,Yes,IELTS,5.0,Yes,No,0
Vocational,No,No,Cosmetology,Canada,Canada,Canada,01-2021,No,No,Student,0,2002,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Other,USA,Canada,UK,01-2021,No,No,Working professional,7+,1983,Yes,No,0,<10,Other,In-Service,No,Not Taken,0.0,Yes,winny immigration,0
Postgraduate,No,No,Engineering,Canada,USA,Other,01-2022,No,No,Student,0,1998,Yes,No,0,10-20,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,MBA,Canada,UK,Other,01-2021,Yes,No,Student,0,2000,No,No,0,Not provided,Bank loan,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Computer Science and Information Technology,Australia,USA,Other,01-2021,No,No,Working professional,1-3,1997,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Architecture & Built Environment Studies,USA,UK,Ireland,01-2021,No,No,Student,0,1999,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Production,UK,Other,Other,01-2021,No,No,Student,0,1995,Yes,Yes,>10,Not provided,Bank loan,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Health care,USA,UK,UK,01-2021,No,No,Working professional,1-3,1996,No,No,0,<10,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Architecture,UK,UK,UK,01-2021,No,No,Working professional,1-3,1999,Yes,No,0,10-20,Parents asset,Own business,No,Not Taken,0.0,Yes,"
Europe Study Centre ",0
Undergraduate,No,No,Fashion Designing,UK,Canada,New Zealand,01-2021,No,No,Student,0,2003,No,No,0,<10,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Business & Economics,UK,Australia,Canada,01-2021,No,No,Working professional,4-6,1988,Yes,No,0,<10,Parents asset,In-Service,Yes,IELTS,7.0,Yes,No,0
Postgraduate,No,No,Digital Marketing,Canada,New Zealand,UK,01-2021,No,No,Working professional,1-3,1994,Yes,No,0,20-30,Bank loan,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Interior Design,USA,Canada,Other,01-2021,No,No,Student,0,1999,Yes,Yes,<5,Not provided,Bank loan,In-Service,Yes,IELTS,6.5,Yes,No,0
Postgraduate,No,No,Finance,USA,Canada,Other,01-2021,No,No,Student,0,1999,No,No,0,Not provided,Bank loan,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Business & Economics,UK,Other,Other,01-2024,No,No,Student,0,1998,No,No,0,Not provided,Self funding,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,HR,UK,Other,Other,01-2021,No,No,Working professional,4-6,1984,No,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Computer Science and Information Technology,Canada,Other,Other,01-2021,No,No,Working professional,<1,1999,Yes,No,0,Not provided,Self funding,Not provided,No,Not Taken,0.0,No,No,0
Vocational,No,No,Software Testing,Canada,Australia,Other,01-2021,No,No,Student,0,1998,Yes,No,0,10-20,Parents asset,In-Service,Yes,IELTS,7.0,Yes,No,0
Postgraduate,No,No,Marketing,USA,Other,Other,01-2021,No,No,Working professional,4-6,1985,Yes,No,0,Not provided,Self funding,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Marketing,Australia,Other,Other,01-2021,No,No,Working professional,1-3,1994,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Vocational,No,No,Engineering,Australia,Canada,Other,01-2021,No,No,Student,0,1999,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Other,Australia,Other,Other,01-2021,No,No,Student,0,2001,Yes,No,0,Not provided,Parents asset,Not provided,Yes,IELTS,5.5,Yes,No,0
Postgraduate,No,No,Radiology,UK,Other,Other,01-2021,No,No,Student,0,1996,No,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,AI,UK,Ireland,Other,01-2021,Yes,No,Working professional,4-6,1981,Yes,No,0,10-20,Self funding,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Digital Marketing,UK,Other,Other,01-2021,No,No,Working professional,4-6,1993,Yes,Yes,>10,Not provided,Parents asset,In-Service,Yes,IELTS,6.5,No,No,0
Undergraduate,No,No,Physiotheraphy,Canada,UK,USA,01-2021,No,No,Student,0,1997,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Dentistry,Ireland,Canada,Canada,01-2021,No,No,Working professional,<1,1996,No,No,0,20-30,Parents asset,In-Service,No,Not Taken,0.0,No,The Chopras,0
Vocational,No,No,Web Design,Canada,Other,Other,01-2021,No,No,Student,0,1997,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Nursing,Canada,Other,Other,01-2021,No,No,Student,0,1995,Yes,No,0,<10,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Business & Economics,USA,Australia,Canada,01-2021,No,No,Student,0,2000,No,No,0,<10,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Commerce,Australia,Other,Australia,01-2021,Yes,No,Student,0,2001,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Engineering,Canada,Australia,Other,01-2021,No,No,Student,0,1995,Yes,Yes,<5,Not provided,Bank loan,In-Service,No,Not Taken,0.0,No,No,0
Vocational,No,No,Education,Canada,Other,Other,01-2021,No,No,Working professional,7+,1989,Yes,Yes,<5,Not provided,Self funding,In-Service,No,Not Taken,0.0,No,No,0
Vocational,No,No,Other,Canada,Other,Other,01-2021,No,No,Working professional,1-3,1994,Yes,No,0,10-20,Self funding,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,AI,UK,Canada,Other,01-2021,No,No,Working professional,4-6,1992,Yes,No,0,Not provided,Self funding,In-Service,Yes,IELTS,7.5,Yes,No,0
Vocational,No,No,Architecture & Built Environment Studies,UK,Other,Other,01-2021,No,No,Student,0,1999,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,MBA,Canada,Other,Other,01-2021,No,No,Working professional,7+,1973,Yes,No,0,Not provided,Self funding,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,MBA,Australia,Other,Other,01-2021,No,No,Working professional,1-3,1989,No,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,MBA,UK,Other,Other,01-2021,No,No,Working professional,1-3,1994,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,MBA,Australia,Other,Other,01-2021,No,No,Student,0,1996,Yes,No,0,10-20,Parents asset,Own business,Yes,IELTS,7.0,No,No,0
Postgraduate,No,No,MBA,Canada,Other,Other,01-2021,No,No,Working professional,4-6,1986,No,No,0,Not provided,Self funding,Own business,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Commerce,UK,Other,Other,01-2022,No,No,Working professional,7+,1976,Yes,No,0,Not provided,Self funding,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Business & Economics,UK,Other,Other,01-2021,Yes,No,Student,0,2000,Yes,Yes,<5,Not provided,Parents asset,Not provided,Yes,IELTS,7.0,No,No,0
Postgraduate,No,No,Computer Science and Information Technology,Canada,Other,Other,01-2021,No,No,Student,0,1997,No,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Commerce,Australia,Other,Other,01-2021,No,No,Student,0,2003,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Surgery,New Zealand,Australia,Other,01-2021,No,No,Working professional,1-3,1991,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Construction Management,Australia,Other,Other,01-2021,Yes,No,Working professional,1-3,1997,No,Yes,>10,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Commerce,UK,Other,Other,01-2021,No,No,Student,0,2003,Yes,No,0,Not provided,Bank loan,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Commerce,Canada,Other,Other,01-2021,No,No,Student,0,1999,Yes,No,0,Not provided,Parents asset,In-Service,Yes,IELTS,6.0,No,No,0
Postgraduate,No,No,Cyber Security,USA,Canada,Canada,01-2021,No,No,Working professional,<1,1993,Yes,No,0,<10,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Vocational,No,No,Hospitality,New Zealand,Canada,Other,01-2022,No,No,Student,0,2001,Yes,No,0,Not provided,Self funding,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Biotech,UK,Australia,Other,01-2021,No,No,Student,0,1998,No,Yes,<5,<10,Self funding,Not provided,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Commerce,Canada,UK,Ireland,01-2021,No,No,Student,0,2003,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Engineering,USA,Canada,Other,01-2021,No,No,Student,0,1999,No,No,0,Not provided,Self funding,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Computer Science and Information Technology,USA,USA,USA,01-2021,Yes,No,Working professional,1-3,1995,Yes,No,0,20-30,Bank loan,Own business,No,Not Taken,0.0,Yes,No,1
Postgraduate,No,No,Botany,UK,Australia,Other,01-2021,No,No,Student,0,1995,Yes,No,0,10-20,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Vocational,No,No,Business & Economics,Canada,Australia,Other,01-2021,No,No,Working professional,7+,1967,Yes,No,0,Not provided,Self funding,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Pharmacy,Australia,Other,Other,01-2021,No,No,Student,0,1997,Yes,No,0,Not provided,Bank loan,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Other,UK,USA,Other,01-2021,Yes,No,Student,0,2000,Yes,No,0,Not provided,Other,Not provided,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Engineering,Australia,Australia,Australia,01-2021,No,No,Working professional,1-3,1999,Yes,No,0,<10,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,BBA,New Zealand,Other,Other,01-2021,No,No,Student,0,2003,No,No,0,Not provided,Bank loan,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Engineering,USA,Other,Other,01-2021,No,No,Student,0,1999,Yes,No,0,Not provided,Parents asset,Own business,Yes,GRE,318.0,No,No,0
Postgraduate,No,No,Business & Economics,USA,Other,Other,01-2021,No,No,Student,0,2001,No,No,0,Not provided,Bank loan,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Public Health,Australia,Canada,Other,01-2021,Yes,No,Student,0,1997,Yes,No,0,20-30,Self funding,In-Service,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Fashion Designing,Australia,Canada,Canada,01-2021,No,No,Student,0,2002,No,No,0,<10,Other,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Other,UK,USA,Other,01-2021,No,No,Student,0,1996,Yes,No,0,<10,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Pharmacy,Canada,Other,Other,01-2021,No,No,Student,0,1999,No,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,BBA,USA,Other,Other,01-2021,No,No,Student,0,2002,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Vocational,No,No,Business & Economics,Canada,Canada,Canada,01-2022,No,No,Student,0,2002,No,No,0,<10,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Other,No,No,Sciences,Australia,Other,Other,01-2021,No,No,Student,0,2006,No,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Engineering,Australia,Other,Other,01-2021,No,No,Student,0,2002,No,Yes,<5,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Engineering,Canada,Other,Other,01-2021,No,No,Working professional,<1,1998,No,Yes,6,Not provided,Bank loan,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,MBA,Canada,Other,Other,01-2021,No,No,Working professional,4-6,1992,Yes,Yes,<5,10-20,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Computer Science and Information Technology,Canada,Other,Other,01-2021,No,No,Student,0,1998,Yes,Yes,<5,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Computer Science and Information Technology,USA,Australia,Canada,01-2021,No,No,Working professional,7+,1991,Yes,No,0,10-20,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Other,Canada,Australia,Other,01-2021,No,No,Working professional,1-3,1992,Yes,No,0,<10,Parents asset,Not provided,Yes,IELTS,5.5,Yes,No,0
Vocational,No,No,Other,Canada,Other,Other,01-2021,No,No,Student,0,2001,Yes,No,0,10-20,Parents asset,Own business,Yes,Other,62.0,Yes,No,0
Undergraduate,No,No,Law/legal studies,Australia,Other,Other,01-2021,No,No,Student,0,2003,No,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,MBA,UK,Other,Other,01-2021,No,No,Student,0,2002,No,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Vocational,No,No,Computer Science and Information Technology,Canada,New Zealand,Ireland,01-2021,No,No,Working professional,1-3,1995,Yes,No,0,10-20,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,MBA,USA,Other,Other,01-2021,Yes,No,Working professional,4-6,1994,Yes,No,0,Not provided,Self funding,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Engineering,Canada,Other,Other,01-2021,No,No,Working professional,1-3,1998,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Vocational,No,No,Medical,Canada,Australia,Other,01-2021,No,No,Working professional,7+,1988,Yes,No,0,Not provided,Self funding,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,MBA,Canada,Other,Other,01-2021,No,No,Student,0,2002,No,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Nursing,UK,Other,Other,01-2021,No,No,Working professional,7+,1983,Yes,No,0,Not provided,Self funding,In-Service,No,Not Taken,0.0,Yes,No,0
Vocational,No,No,Business & Economics,Canada,Other,Other,01-2021,No,No,Working professional,1-3,1994,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Geography,Canada,Other,Other,01-2021,No,No,Student,0,2002,No,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Engineering,UK,Other,Other,01-2021,No,No,Student,0,1999,No,Yes,<5,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Automation,USA,UK,Ireland,01-2021,No,No,Student,0,2003,No,No,0,10-20,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Sports,Australia,Canada,Other,01-2021,No,No,Student,0,2001,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,AI,UK,Ireland,Canada,01-2021,No,No,Working professional,<1,1998,Yes,No,0,Not provided,Parents asset,Not provided,Yes,IELTS,6.5,Yes,No,0
Vocational,No,No,Business & Economics,Canada,Canada,Other,01-2021,No,No,Student,0,1999,Yes,Yes,6,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,BBA,USA,Other,UK,01-2021,No,No,Student,0,2002,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Engineering,USA,Canada,Australia,01-2021,No,No,Student,0,1995,No,No,0,Not provided,Bank loan,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Business & Economics,USA,USA,USA,01-2021,No,No,Working professional,1-3,1996,Yes,No,0,Not provided,Self funding,In-Service,No,Not Taken,0.0,No,Time Consultant,0
Postgraduate,No,No,Architecture & Built Environment Studies,USA,UK,Other,01-2021,No,No,Student,0,1998,No,No,0,20-30,Bank loan,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Engineering,USA,Other,Other,01-2021,No,No,Working professional,4-6,1992,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Business & Economics,UK,UK,UK,01-2021,No,No,Working professional,1-3,1999,No,No,0,Not provided,Not provided,Not provided,No,Not Taken,0.0,No,No,0
Vocational,No,No,Engineering,USA,Other,Other,01-2021,No,No,Student,0,1986,No,No,0,<10,Self funding,Not provided,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Computer Science and Information Technology,Australia,Australia,Australia,01-2021,No,No,Student,0,1998,No,No,0,<10,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Business & Economics,Australia,UK,Canada,01-2021,No,No,Working professional,1-3,1995,No,Yes,>10,Not provided,Other,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Computer Science and Information Technology,Canada,Australia,Other,01-2021,No,No,Student,0,1999,Yes,Yes,<5,<10,Bank loan,Not provided,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Engineering,UK,Canada,Canada,01-2021,No,No,Student,0,2003,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,MBA,UK,Other,Other,01-2021,No,No,Student,0,1999,Yes,No,0,Not provided,Bank loan,Not provided,Yes,IELTS,7.0,No,No,0
Postgraduate,No,No,MBA,Canada,Other,Other,01-2021,Yes,No,Student,0,1999,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Marketing,UK,Canada,Other,01-2021,No,No,Student,0,2000,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Law/legal studies,UK,Other,Other,01-2021,No,No,Student,0,2003,No,No,0,<10,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Pharmacy,UK,Other,Other,01-2021,Yes,No,Student,0,1997,Yes,No,0,10-20,Parents asset,In-Service,Yes,IELTS,7.0,Yes,No,0
Vocational,No,No,Other,Australia,Canada,Other,01-2021,No,No,Working professional,7+,1998,No,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Education,USA,Canada,Canada,01-2021,Yes,No,Working professional,4-6,1986,Yes,No,0,<10,Sponsorship by relatives,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Computer Science and Information Technology,USA,Other,Other,01-2021,Yes,No,Working professional,4-6,1992,Yes,Yes,<5,Not provided,Parents asset,Not provided,Yes,IELTS,5.5,Yes,No,0
Undergraduate,No,No,Computer Science and Information Technology,UK,Other,Other,01-2021,No,No,Student,0,2001,No,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Business & Economics,UK,Other,Other,01-2021,Yes,No,Student,0,2003,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,1
Postgraduate,No,No,Computer Science and Information Technology,USA,Other,Other,01-2021,No,No,Working professional,1-3,1993,Yes,No,0,Not provided,Self funding,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,MBA,UK,Canada,Australia,01-2021,No,No,Student,0,2000,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
